"","site","sensor","date","year","month","day","daily_mean_temp","daily_mean_humid"
"254","Bülach - Feldermösli",531,2020-02-12,"2020","02","12",4.63482517482517,71.119020979021
"255","Bülach - Feldermösli",531,2020-02-13,"2020","02","13",3.76496402877698,78.7542446043166
"256","Bülach - Feldermösli",531,2020-02-14,"2020","02","14",5.82234042553192,84.5566666666667
"257","Bülach - Feldermösli",531,2020-02-15,"2020","02","15",4.34421428571429,85.1150714285714
"258","Bülach - Feldermösli",531,2020-02-16,"2020","02","16",9.95506944444444,58.2171527777778
"259","Bülach - Feldermösli",531,2020-02-17,"2020","02","17",9.65528571428571,76.0241428571429
"260","Bülach - Feldermösli",531,2020-02-18,"2020","02","18",5.50816901408451,73.0476056338028
"261","Bülach - Feldermösli",531,2020-02-19,"2020","02","19",4.86614814814815,72.5371851851852
"262","Bülach - Feldermösli",531,2020-02-20,"2020","02","20",6.53391304347826,70.241884057971
"263","Bülach - Feldermösli",531,2020-02-21,"2020","02","21",5.71819444444444,67.8009027777778
"264","Bülach - Feldermösli",531,2020-02-22,"2020","02","22",6.37201388888889,67.6115277777778
"265","Bülach - Feldermösli",531,2020-02-23,"2020","02","23",12.7512765957447,47.9351063829787
"266","Bülach - Feldermösli",531,2020-02-24,"2020","02","24",13.1840287769784,69.7873381294964
"267","Bülach - Feldermösli",531,2020-02-25,"2020","02","25",7.65347826086956,77.2461594202899
"268","Bülach - Feldermösli",531,2020-02-26,"2020","02","26",2.29571428571429,83.3186466165414
"269","Bülach - Feldermösli",531,2020-02-27,"2020","02","27",2.29857142857143,83.805
"270","Bülach - Feldermösli",531,2020-02-28,"2020","02","28",4.58084507042254,64.734014084507
"271","Bülach - Feldermösli",531,2020-02-29,"2020","02","29",8.81728571428572,66.2162857142857
"272","Bülach - Feldermösli",531,2020-03-01,"2020","03","01",8.31853146853147,75.2558041958042
"273","Bülach - Feldermösli",531,2020-03-02,"2020","03","02",4.39992907801418,86.5609929078014
"274","Bülach - Feldermösli",531,2020-03-03,"2020","03","03",4.51956204379562,73.2807299270073
"275","Bülach - Feldermösli",531,2020-03-04,"2020","03","04",4.6793006993007,72.2982517482517
"276","Bülach - Feldermösli",531,2020-03-05,"2020","03","05",5.31760563380282,90.07
"277","Bülach - Feldermösli",531,2020-03-06,"2020","03","06",5.42028368794326,80.4332624113475
"278","Bülach - Feldermösli",531,2020-03-07,"2020","03","07",4.47064748201439,75.4770503597122
"279","Bülach - Feldermösli",531,2020-03-08,"2020","03","08",4.14056338028169,71.9877464788732
"280","Bülach - Feldermösli",531,2020-03-09,"2020","03","09",5.76937062937063,82.5323076923077
"281","Bülach - Feldermösli",531,2020-03-10,"2020","03","10",5.0626618705036,88.7746762589928
"282","Bülach - Feldermösli",531,2020-03-11,"2020","03","11",11.9618571428571,80.719
"283","Bülach - Feldermösli",531,2020-03-12,"2020","03","12",12.3266666666667,74.7739716312057
"284","Bülach - Feldermösli",531,2020-03-13,"2020","03","13",7.79676258992806,60.0410071942446
